customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,predicted_income,final_income,clt_categories
3993.882994,17672,110,28,16,0,1,792.0,75648,17672,Very Low
18853.73945,0,173,24,21,0,2,1245.6,19132,19132,Low
8840.193762,47297,115,10,46,4,4,796.130111,21238,47297,Very Low
6696.903521,57240,83,18,79,0,7,83.652384,29539,57240,Very Low
8476.082867,28181,109,32,41,0,3,523.2,24666,28181,Very Low
5205.748188,31275,66,26,0,0,3,316.8,31275,31275,Very Low
6141.961623,0,182,24,45,0,1,1310.4,29633,29633,Very Low
4376.363592,63774,111,18,63,0,1,60.036683,63774,63774,Very Low
12375.02163,78441,103,6,73,0,2,613.866905,33604,78441,Very Low
3451.10244,0,104,19,65,2,1,499.2,34640,34640,Very Low
8107.26533,0,76,0,91,0,2,364.8,28505,28505,Very Low
8662.048958,0,117,0,65,0,4,511.422666,32370,32370,Very Low
8696.907111,91423,109,3,71,1,5,435.796252,67134,91423,Very Low
2535.266473,86933,63,3,64,0,1,269.563038,25703,86933,Very Low
5633.741543,65255,72,3,65,2,3,321.457124,20181,65255,Very Low
5176.730072,41533,65,2,46,0,9,232.879766,21277,41533,Very Low
5531.723723,50097,71,25,81,0,5,17.484679,22944,50097,Very Low
2810.671023,73858,72,8,59,3,1,422.59237,24475,73858,Very Low
2780.729047,94943,69,3,22,0,1,387.545055,58166,94943,Very Low
2572.452634,72685,68,20,97,5,1,14.464783,58289,72685,Very Low
7664.219255,60184,199,7,44,1,1,161.61574,32051,60184,Very Low
3839.746159,0,106,29,38,0,1,763.2,21880,21880,Very Low
2509.268453,74045,64,23,83,0,1,307.2,50450,74045,Very Low
14566.09246,52564,122,33,28,0,2,42.131925,22139,52564,Very Low
3220.775528,19098,87,35,3,0,1,417.6,19098,19098,Very Low
3199.824902,78784,80,33,72,0,1,239.964694,27179,78784,Very Low
16045.10952,0,65,10,10,0,2,163.046956,41459,41459,Very Low
4918.916267,29256,63,33,41,0,5,302.4,29256,29256,Very Low
5623.757656,77912,71,2,21,1,3,23.89816,62989,77912,Very Low
5677.465907,45345,72,28,86,0,3,99.039453,45345,45345,Very Low
3016.444225,25630,86,8,63,0,1,412.8,25630,25630,Very Low
5279.124682,22280,68,10,48,0,3,169.414572,22280,22280,Very Low
4803.935174,0,69,31,25,0,7,496.8,23285,23285,Very Low
2608.786334,61567,65,35,78,0,1,39.532978,21104,61567,Very Low
7832.569008,34644,66,7,36,0,2,316.8,20495,34644,Very Low
4260.33573,26991,119,34,65,0,1,856.8,10511,26991,Very Low
2369.369299,49746,61,5,88,0,1,624.42874,40982,49746,Very Low
20604.01627,0,72,8,61,1,2,723.010515,26990,26990,Low
2652.067994,49625,66,29,9,0,1,261.549577,13449,49625,Very Low
2597.864075,49308,65,7,97,0,1,150.235884,23867,49308,Very Low
7712.436971,63624,95,10,5,0,5,175.243467,21853,63624,Very Low
4698.88415,80358,116,19,2,0,1,443.637243,44222,80358,Very Low
3403.919366,38460,88,15,1,1,1,91.55098,31993,38460,Very Low
4355.702301,0,64,22,22,0,4,460.8,31006,31006,Very Low
11095.97445,0,101,10,48,0,2,727.2,26140,26140,Very Low
3300.684961,0,92,3,9,0,1,711.323244,16049,16049,Very Low
6981.081694,34835,89,1,45,2,9,294.691896,33288,34835,Very Low
16922.12519,93836,139,1,19,0,2,497.353106,33871,93836,Very Low
7639.670244,34075,196,8,87,0,1,451.896687,34075,34075,Very Low
19237.77089,35624,66,6,55,2,2,227.44626,26334,35624,Low
2915.649943,83218,72,6,42,0,1,245.103885,55911,83218,Very Low
4196.429642,24641,105,12,82,0,1,504.0,24641,24641,Very Low
16473.16905,22828,106,11,54,0,2,508.8,22828,22828,Very Low
2657.570431,0,71,22,25,0,1,340.8,25965,25965,Very Low
3267.709691,28729,90,26,19,3,1,338.744392,28729,28729,Very Low
2584.532849,72731,65,10,7,0,1,125.704164,43278,72731,Very Low
5503.919257,59932,71,16,77,1,3,116.600107,20284,59932,Very Low
8021.067105,54292,67,4,26,0,2,321.6,54292,54292,Very Low
19606.35999,0,194,0,22,0,2,931.2,20309,20309,Low
1904.000852,0,63,22,7,3,1,302.4,70911,70911,Very Low
7288.297591,59414,91,23,21,0,3,340.32278,22436,59414,Very Low
5553.521059,96587,138,31,99,0,1,749.244062,24711,96587,Very Low
11702.34819,0,111,15,12,0,2,532.8,25074,25074,Very Low
36897.79765,0,133,0,59,0,2,638.4,17774,17774,Moderate
2957.102851,94362,74,21,96,0,1,195.405949,18746,94362,Very Low
19643.54421,84488,61,33,71,0,2,208.885686,33175,84488,Low
4111.888285,65085,103,20,55,0,1,480.073548,25866,65085,Very Low
15122.99194,0,72,35,86,0,2,518.4,23916,23916,Very Low
12807.09083,0,69,32,21,0,2,450.760925,55269,55269,Very Low
2500.241685,0,67,4,44,0,1,664.128009,12459,12459,Very Low
4260.709139,0,62,1,73,0,3,446.4,29730,29730,Very Low
2609.533154,60798,66,21,57,0,1,316.8,60798,60798,Very Low
10796.44832,30761,69,16,16,2,2,331.2,28887,30761,Very Low
2590.654042,25981,65,33,38,0,1,77.54669,25143,25981,Very Low
29199.81072,67739,149,4,76,0,2,270.373444,24695,67739,Low
4194.659772,25581,105,9,21,0,1,429.695284,60475,25581,Very Low
10314.52484,99759,65,12,25,3,2,74.463101,31991,99759,Very Low
9028.307862,76514,112,19,0,0,3,573.941286,37695,76514,Very Low
3954.344534,18375,103,8,50,0,1,535.080276,18375,18375,Very Low
6089.517361,21832,84,29,39,0,3,403.2,13662,21832,Very Low
12827.42831,0,117,25,43,0,2,842.4,39778,39778,Very Low
9135.291575,95330,113,1,1,0,3,542.4,37386,95330,Very Low
7902.681227,0,106,21,25,0,9,634.396608,12677,12677,Very Low
14827.91055,0,68,31,69,2,2,326.4,28139,28139,Very Low
2500.834374,25899,63,20,36,0,1,302.4,25899,25899,Very Low
5395.346288,0,74,13,30,0,4,355.2,15383,15383,Very Low
2651.615963,33201,66,9,56,0,1,314.044227,33201,33201,Very Low
2119.894333,18287,61,6,56,4,1,292.8,18287,18287,Very Low
7155.471967,76506,89,35,65,0,8,427.2,20416,76506,Very Low
5994.226432,41859,76,18,58,0,5,166.1306,25714,41859,Very Low
22647.21772,27504,91,26,45,0,2,436.8,27504,27504,Low
2833.797966,45360,73,16,71,0,1,350.4,45360,45360,Very Low
22332.43946,49078,97,10,3,0,2,484.013411,49078,49078,Low
5846.41534,0,90,16,66,2,6,648.0,12780,12780,Very Low
2867.211836,91810,71,27,43,0,1,165.520952,39783,91810,Very Low
14435.66453,70600,122,26,5,1,2,636.982333,26312,70600,Very Low
5237.477743,33554,131,25,36,0,1,934.656068,33554,33554,Very Low
7710.912153,77642,64,20,14,0,2,282.146354,41832,77642,Very Low
5158.576449,25963,66,11,35,0,9,298.954932,25963,25963,Very Low
5414.897604,57452,136,25,10,1,1,652.8,26411,57452,Very Low
2903.749709,0,77,15,89,0,1,491.66348,48056,48056,Very Low
5575.751228,91416,69,4,39,0,5,109.904496,34886,91416,Very Low
2616.409509,22000,69,27,36,0,1,383.224514,22000,22000,Very Low
4617.838205,41167,118,16,4,0,1,554.957693,25404,41167,Very Low
20123.86854,0,70,18,23,0,2,504.0,92766,92766,Low
3200.795405,0,86,8,37,0,1,412.8,29938,29938,Very Low
8583.854913,53944,71,13,20,0,2,340.8,43259,53944,Very Low
4349.30875,75648,108,28,10,0,1,112.660916,75648,75648,Very Low
4729.593583,29414,64,2,32,0,3,71.303109,25572,29414,Very Low
5015.009472,48567,130,12,15,0,1,624.0,48567,48567,Very Low
5797.604861,69276,74,14,22,2,8,201.327931,44712,69276,Very Low
3475.07136,0,96,6,60,0,1,460.8,24123,24123,Very Low
8542.218196,50117,107,13,98,0,4,462.654347,50117,50117,Very Low
16473.16905,22828,106,11,54,0,2,508.8,22828,22828,Very Low
6776.353402,0,96,0,38,0,3,818.730215,47048,47048,Very Low
9713.156737,0,136,7,34,0,3,979.2,15406,15406,Very Low
4429.193391,20868,112,14,11,0,1,537.6,20868,20868,Very Low
2435.535995,40921,62,0,50,2,1,10.560419,26840,40921,Very Low
9863.502214,99654,121,13,95,0,3,272.788141,49706,99654,Very Low
8207.858272,0,110,16,17,0,5,686.90827,12075,12075,Very Low
2781.446975,56218,72,17,74,2,1,302.942519,23277,56218,Very Low
5807.994569,70717,72,20,89,0,5,37.28874,11612,70717,Very Low
8395.272249,62989,71,3,18,1,2,319.131547,36268,62989,Very Low
14333.92489,41459,71,8,4,0,2,340.8,41459,41459,Very Low
11003.54385,0,102,20,7,1,2,489.6,26486,26486,Very Low
4049.807215,42512,105,15,72,1,1,77.479316,40864,42512,Very Low
2141.750757,0,61,5,90,0,1,437.040616,40982,40982,Very Low
5079.843625,83288,124,18,70,0,1,353.397699,68798,83288,Very Low
2895.522489,46267,72,4,73,0,1,231.969205,23220,46267,Very Low
9031.214859,0,122,15,47,0,9,650.52179,34505,34505,Very Low
6554.390004,74424,81,26,74,0,9,388.8,43478,74424,Very Low
7487.744636,0,72,15,70,0,2,693.084662,50854,50854,Very Low
15118.89548,58883,62,1,47,0,2,432.480275,13164,58883,Very Low
9007.431501,41539,116,11,35,0,3,556.8,39770,41539,Very Low
5488.931031,33881,68,11,83,0,9,65.659137,33191,33881,Very Low
7234.142952,86448,90,25,79,0,6,59.853369,31383,86448,Very Low
5205.751205,25237,69,23,52,0,9,378.345883,25237,25237,Very Low
4697.152892,0,67,10,75,0,7,482.4,16764,16764,Very Low
6207.171358,49419,77,3,34,0,4,203.296071,42795,49419,Very Low
6615.815683,90414,83,7,49,1,6,398.4,37057,90414,Very Low
9708.504642,39930,86,22,64,1,2,412.8,39930,39930,Very Low
10831.13004,23202,96,29,59,0,2,460.8,23202,23202,Very Low
4626.801093,79487,114,20,87,0,1,547.2,79487,79487,Very Low
6748.231188,68423,85,14,81,0,7,324.413656,66620,68423,Very Low
2542.06388,84495,63,15,61,0,1,302.4,43860,84495,Very Low
5450.394878,43091,69,2,36,1,6,330.138332,43091,43091,Very Low
7243.865476,41951,91,30,56,0,7,40.536151,25239,41951,Very Low
8306.550901,89834,105,17,14,0,3,504.0,26906,89834,Very Low
2734.514945,92157,69,19,33,0,1,270.381385,45191,92157,Very Low
11030.66148,35773,93,25,89,0,2,446.4,35773,35773,Very Low
3402.39442,0,99,16,20,0,1,475.2,14616,14616,Very Low
6945.016955,15850,61,28,14,0,2,314.528138,15850,15850,Very Low
2568.843396,11167,73,0,99,3,1,350.4,11167,11167,Very Low
5764.648599,21195,72,23,10,0,9,345.6,21195,21195,Very Low
5403.546122,27430,68,25,12,0,4,184.955105,12430,27430,Very Low
4899.231772,0,63,21,78,0,7,302.4,29957,29957,Very Low
9048.983447,0,119,9,8,0,3,571.2,15142,15142,Very Low
8093.898245,59839,107,8,52,2,8,513.6,20440,59839,Very Low
2496.766693,0,73,13,33,0,1,350.4,36845,36845,Very Low
2602.24525,38166,67,25,5,1,1,236.842746,28928,38166,Very Low
6751.437153,0,95,14,78,0,9,456.0,16483,16483,Very Low
3621.68883,13457,94,31,28,0,1,285.825083,13457,13457,Very Low
6896.088021,0,68,10,53,0,2,326.4,25612,25612,Very Low
5438.696611,52721,136,34,29,0,1,550.127548,66839,52721,Very Low
14472.583,22012,185,5,69,0,5,75.698305,10384,22012,Very Low
2359.423599,19864,63,22,96,0,1,352.394515,19864,19864,Very Low
5323.267311,55289,67,10,71,0,3,134.124254,88997,55289,Very Low
7390.903278,30449,92,23,47,0,3,501.092992,24124,30449,Very Low
11447.5071,27362,144,23,28,0,8,422.78411,26630,27362,Very Low
5754.853121,29460,72,3,18,0,5,29.303915,17291,29460,Very Low
10244.2435,0,94,23,34,0,2,451.2,17103,17103,Very Low
4645.569555,42532,118,13,32,0,1,200.641734,42532,42532,Very Low
4887.344366,66707,61,19,24,0,8,71.980757,15680,66707,Very Low
2497.808174,68041,64,10,47,0,1,165.570243,17658,68041,Very Low
2369.111588,0,65,8,91,0,1,468.0,34807,34807,Very Low
4490.597249,0,64,26,11,1,7,307.2,12153,12153,Very Low
3719.247732,40968,97,29,53,1,1,465.6,16711,40968,Very Low
4198.030023,39913,106,16,61,0,1,344.765129,39913,39913,Very Low
2420.711888,31710,62,5,29,0,1,199.551735,27592,31710,Very Low
4462.997006,0,73,35,52,3,5,350.4,30503,30503,Very Low
6291.655714,89113,78,18,68,0,8,219.362643,22946,89113,Very Low
4270.034394,0,122,27,2,0,1,725.870693,37331,37331,Very Low
2460.665175,0,67,30,13,0,1,321.6,25558,25558,Very Low
19435.62924,38688,249,22,6,0,3,2294.631639,19132,38688,Low
7374.077921,0,110,19,87,4,3,528.0,26432,26432,Very Low
18269.53692,0,127,18,97,0,2,609.6,24279,24279,Low
11925.71535,28014,104,14,37,0,2,631.594469,28014,28014,Very Low
4223.274671,14170,109,9,10,0,1,523.2,14170,14170,Very Low
10298.38586,64825,129,1,78,0,4,359.484342,21119,64825,Very Low
5229.741907,77357,67,24,38,0,8,29.884537,26660,77357,Very Low
2402.81597,21629,62,19,54,0,1,298.626189,21629,21629,Very Low
3933.813993,25927,103,6,20,0,1,674.973614,25927,25927,Very Low
4299.838835,44388,113,10,74,1,1,496.843023,44388,44388,Very Low
7635.554626,54539,63,5,74,0,2,287.453171,27658,54539,Very Low
2722.210707,17576,71,29,70,0,1,398.502948,17576,17576,Very Low
7291.599536,84629,90,19,17,0,5,411.671832,58161,84629,Very Low
58753.88046,24964,185,0,84,0,2,888.0,24964,24964,High
5261.037541,43573,66,30,64,0,5,409.684798,26409,43573,Very Low
16938.29858,0,69,24,99,0,2,340.780156,28935,28935,Very Low
10575.94816,0,105,7,91,0,2,756.0,28045,28045,Very Low
5552.331515,35011,70,7,91,0,8,215.728468,35011,35011,Very Low
7150.225367,63651,92,19,10,0,3,224.711836,26906,63651,Very Low
8717.049833,83846,74,22,94,3,2,355.2,83846,83846,Very Low
6847.588918,0,191,2,70,0,1,1317.008182,67454,67454,Very Low
5418.726537,39133,67,25,26,0,3,90.524457,74454,39133,Very Low
3528.044252,31278,92,24,95,4,1,441.6,31278,31278,Very Low
16468.22079,0,63,4,52,0,2,685.12694,14119,14119,Very Low
7285.030983,44788,61,6,48,0,2,386.031248,44788,44788,Very Low
16963.83934,0,117,26,33,0,2,561.6,34148,34148,Very Low
5807.659307,62447,74,9,2,0,7,133.977857,48345,62447,Very Low
5068.264582,31475,64,6,3,1,3,22.962412,20355,31475,Very Low
8797.829644,80780,109,26,11,0,3,3.55,24992,80780,Very Low
4439.900652,88613,111,5,59,0,1,359.36848,70340,88613,Very Low
2404.459452,45949,62,0,70,0,1,110.556062,21959,45949,Very Low
5066.634057,35596,64,11,92,0,3,307.2,26334,35596,Very Low
5890.528762,76875,73,21,4,0,9,17.375878,61040,76875,Very Low
2410.498573,41842,61,1,14,0,1,292.8,21986,41842,Very Low
5288.240125,28884,72,27,9,1,3,518.4,13215,28884,Very Low
26413.54751,24631,83,25,87,1,2,398.4,22537,24631,Low
16236.47626,0,74,24,54,2,2,680.753091,40571,40571,Very Low
5534.576395,71560,69,14,46,0,5,178.700204,53390,71560,Very Low
9202.638441,0,80,8,71,0,2,384.0,28360,28360,Very Low
2592.437797,72421,65,8,23,0,1,312.0,72421,72421,Very Low
8019.856041,54702,199,5,42,0,1,955.2,19019,54702,Very Low
6943.741598,0,76,4,43,5,2,547.2,21636,21636,Very Low
13367.86562,57335,67,22,18,0,2,407.887715,45106,57335,Very Low
5885.335302,0,67,9,20,3,2,482.4,40803,40803,Very Low
3479.760165,35033,87,26,53,0,1,490.638202,18168,35033,Very Low
9103.8997,65733,113,13,6,0,3,684.948527,31562,65733,Very Low
4813.284447,0,69,30,44,0,3,472.611522,25876,25876,Very Low
9575.7578,0,88,3,64,0,2,633.6,24392,24392,Very Low
13736.1325,16181,181,22,79,0,8,1261.319869,16181,16181,Very Low
8090.884414,86180,69,11,43,4,2,48.051339,32627,86180,Very Low
8267.119555,36881,104,5,25,0,3,499.2,36881,36881,Very Low
2489.16729,47888,64,23,16,1,1,545.083116,23830,47888,Very Low
2395.57,21986,63,1,9,0,1,333.696228,21986,21986,Very Low
3863.309585,47199,100,3,65,3,1,480.0,60244,47199,Very Low
5173.485319,0,69,30,69,0,9,331.2,37874,37874,Very Low
4984.618655,86305,62,1,99,0,5,80.73124,86305,86305,Very Low
2396.192355,39062,61,2,20,0,1,346.991025,31093,39062,Very Low
2631.87754,16976,69,23,54,0,1,238.952528,16976,16976,Very Low
6993.838856,0,65,29,35,2,2,468.0,56621,56621,Very Low
15055.53836,83283,193,11,46,1,3,273.702709,36898,83283,Very Low
3401.881747,41972,86,20,23,0,1,691.709371,41972,41972,Very Low
4126.61326,34080,107,11,48,1,1,220.644418,18606,34080,Very Low
4462.997006,0,73,35,52,3,5,350.4,30503,30503,Very Low
9320.090224,40269,81,0,71,2,2,329.980754,26334,40269,Very Low
3663.740198,61894,91,3,21,0,1,436.8,23931,61894,Very Low
4962.208409,23300,63,3,35,1,4,339.906034,23300,23300,Very Low
2816.758764,66023,70,11,94,0,1,265.629611,41968,66023,Very Low
4330.769101,39660,107,3,46,0,1,416.8496,23566,39660,Very Low
8262.879764,0,76,4,51,1,2,32.508635,23706,23706,Very Low
4666.643522,60466,117,14,3,0,1,784.186389,41167,60466,Very Low
5876.054314,32848,74,2,59,0,5,250.454012,29111,32848,Very Low
8427.723769,20662,72,10,99,0,2,373.324673,10375,20662,Very Low
13023.9329,64985,108,23,94,0,2,16.425514,58236,64985,Very Low
8209.59982,68022,103,3,26,0,3,494.4,36881,68022,Very Low
2464.238061,72834,65,12,81,3,1,91.941259,36167,72834,Very Low
2727.520769,74592,67,9,30,0,1,321.6,16686,74592,Very Low
3086.013544,73938,76,34,48,0,1,53.095599,44619,73938,Very Low
22067.728,15999,83,2,43,0,2,398.4,15999,15999,Low
4836.054291,0,69,12,89,0,8,632.081402,49185,49185,Very Low
6912.03963,0,96,11,55,0,5,460.8,21052,21052,Very Low
2570.761765,0,72,0,93,3,1,345.6,11167,11167,Very Low
2991.696011,0,80,9,96,0,1,576.0,22158,22158,Very Low
8253.266591,62375,103,35,71,1,3,411.228571,20169,62375,Very Low
10477.77713,61427,88,24,12,0,2,422.4,33760,61427,Very Low
16373.7273,64396,103,2,46,0,2,355.409311,50800,64396,Very Low
5184.94945,49312,65,30,55,1,4,230.104769,27132,49312,Very Low
10634.83711,0,61,35,71,0,2,292.8,22044,22044,Very Low
15114.40241,28513,100,4,22,1,2,480.0,28513,28513,Very Low
11875.89915,0,108,23,55,0,2,518.4,16552,16552,Very Low
4369.496687,97321,110,35,46,0,1,74.744643,92921,97321,Very Low
7432.856752,58839,65,4,65,3,2,18.965718,20132,58839,Very Low
2558.762931,0,72,4,14,0,1,518.4,21861,21861,Very Low
5452.171237,88567,67,9,89,0,9,321.6,27179,88567,Very Low
2968.077571,91646,74,12,10,0,1,57.678779,33462,91646,Very Low
15700.28436,0,211,31,52,0,5,1012.8,54613,54613,Very Low
7477.176362,48552,94,5,54,0,9,262.746281,22244,48552,Very Low
9407.452895,31485,118,17,79,0,6,294.905685,28445,31485,Very Low
4428.038374,0,64,6,47,0,8,628.801638,20244,20244,Very Low
10053.55227,16511,135,35,4,0,5,972.0,16511,16511,Very Low
2907.898828,51020,73,16,88,0,1,350.4,51020,51020,Very Low
7644.763153,43838,97,11,37,0,7,465.6,10710,43838,Very Low
9709.746073,0,133,11,30,0,7,827.085431,22166,22166,Very Low
8439.615236,22454,110,5,75,2,3,556.097027,21450,22454,Very Low
4209.682602,57933,105,10,64,0,1,533.255723,13483,57933,Very Low
8556.418397,0,124,7,2,3,6,595.2,39448,39448,Very Low
26770.44534,26335,113,32,7,1,2,355.818306,26335,26335,Low
16265.58682,85322,134,32,55,0,2,735.491986,59414,85322,Very Low
3624.901612,37843,92,2,17,0,1,354.455466,19121,37843,Very Low
2519.918897,0,67,11,26,0,1,482.4,20608,20608,Very Low
4819.183706,74730,61,18,84,0,6,421.235276,32375,74730,Very Low
3028.780121,0,94,27,52,1,1,483.881752,35461,35461,Very Low
2316.796105,0,64,2,80,0,1,307.2,28476,28476,Very Low
13869.92705,28432,118,1,59,0,2,612.300581,28432,28432,Very Low
25807.063,71210,214,8,89,1,2,1027.2,71210,71210,Low
2342.01381,19581,67,2,94,0,1,321.6,19581,19581,Very Low
2747.771656,0,80,12,14,0,1,576.0,74931,74931,Very Low
5479.555081,56005,68,31,30,1,3,326.4,56005,56005,Very Low
9199.539814,0,80,10,11,0,2,572.847549,18665,18665,Very Low
8060.161694,23671,69,32,45,0,2,331.2,23671,23671,Very Low
6686.128629,22244,84,6,59,0,9,114.815893,22244,22244,Very Low
4709.52218,0,66,17,29,0,3,470.576119,23401,23401,Very Low
2685.425957,75329,67,15,17,0,1,45.905292,34865,75329,Very Low
3920.511337,0,108,2,55,1,1,525.392239,35830,35830,Very Low
5493.698779,44369,68,13,22,0,8,185.291566,24882,44369,Very Low
8521.738901,37910,108,7,9,0,7,518.4,24285,37910,Very Low
2414.072446,0,71,25,30,0,1,511.2,50414,50414,Very Low
4282.947971,40864,109,16,70,1,1,166.937747,40864,40864,Very Low
5918.330563,94846,73,15,68,0,7,305.031114,25915,94846,Very Low
7519.133631,96306,95,12,17,1,6,185.355353,96306,96306,Very Low
4472.334422,53519,111,7,37,0,1,520.036279,36529,53519,Very Low
5531.627731,50648,69,27,50,1,9,331.2,33832,50648,Very Low
8435.176463,64692,70,17,80,0,2,336.0,32314,64692,Very Low
10196.1106,0,100,9,75,0,2,720.0,25370,25370,Very Low
20552.62128,0,187,22,97,1,2,1430.336183,49564,49564,Low
3915.798108,0,109,2,86,0,1,784.8,25407,25407,Very Low
6010.502178,49311,74,25,85,0,3,355.2,49311,49311,Very Low
2854.114491,71126,71,11,72,0,1,324.739746,71126,71126,Very Low
5994.255419,74284,74,27,5,0,3,268.130863,53997,74284,Very Low
4477.45201,41402,119,26,26,4,1,571.2,41402,41402,Very Low
5544.909083,79619,71,3,34,3,6,280.89705,40113,79619,Very Low
3600.934326,25147,101,7,54,0,1,694.598288,25147,25147,Very Low
9934.865795,56379,125,0,59,1,8,600.0,37934,56379,Very Low
6874.84827,0,96,35,27,0,6,691.2,30865,30865,Very Low
2374.147419,48911,61,15,6,0,1,292.8,25049,48911,Very Low
9162.063169,29723,80,8,79,0,2,20.985105,29723,29723,Very Low
7380.086414,21841,91,33,47,0,7,436.8,21841,21841,Very Low
2655.996158,31796,68,27,16,0,1,377.442796,31796,31796,Very Low
7591.109246,0,105,0,16,0,4,504.0,17301,17301,Very Low
5015.009472,48567,130,12,15,0,1,624.0,48567,48567,Very Low
4603.975141,66161,118,19,86,0,1,457.593764,79487,66161,Very Low
2551.226692,79751,63,15,67,0,1,392.235698,79751,79751,Very Low
5641.35916,39469,71,1,29,0,4,315.560161,21020,39469,Very Low
5463.913828,44305,67,33,39,0,9,214.772284,35143,44305,Very Low
4866.647452,0,68,4,17,0,9,444.030724,53607,53607,Very Low
2779.85389,38893,69,12,60,0,1,279.960213,38893,38893,Very Low
4563.018085,39187,118,32,43,1,1,566.4,26435,39187,Very Low
14376.55039,70341,179,11,43,0,3,253.511935,32961,70341,Very Low
2279.747148,0,64,9,95,0,1,460.8,28519,28519,Very Low
5380.316469,0,73,11,95,0,3,350.4,26334,26334,Very Low
8708.27928,30090,73,10,3,0,2,329.517492,30090,30090,Very Low
18611.45356,49673,232,27,57,0,7,1021.654003,22705,49673,Low
2215.912948,0,66,31,14,0,1,389.944994,25558,25558,Very Low
7780.903354,0,70,29,93,0,2,504.0,25752,25752,Very Low
2860.864563,50332,72,2,11,0,1,345.6,21861,50332,Very Low
5577.942343,70190,71,20,22,0,3,15.169017,60087,70190,Very Low
7268.096004,38179,90,12,91,1,3,374.716271,25125,38179,Very Low
4060.956163,0,115,18,30,1,1,699.823461,40513,40513,Very Low
7813.411572,25859,74,0,44,0,2,355.2,25859,25859,Very Low
4762.156975,36529,118,6,41,0,1,255.005116,26245,36529,Very Low
14166.20344,67588,118,0,58,0,2,566.4,28432,67588,Very Low
4354.398727,0,121,30,85,0,1,871.2,58089,58089,Very Low
2880.348532,81565,71,19,54,0,1,190.642833,23504,81565,Very Low
19185.0725,35322,244,4,33,0,5,76.826503,35322,35322,Low
5329.075482,43671,67,6,67,0,3,190.649902,43671,43671,Very Low
4883.805481,58682,61,24,34,0,4,206.810286,22679,58682,Very Low
4510.194071,44230,114,2,45,0,1,738.222494,23566,44230,Very Low
15304.51777,40269,193,32,27,0,3,926.4,28327,40269,Very Low
5237.935672,31756,66,34,44,0,8,160.855921,31756,31756,Very Low
15119.55539,47725,63,10,66,0,2,142.205246,22784,47725,Very Low
5860.01804,38684,74,1,22,0,6,376.760016,38684,38684,Very Low
32306.28587,36301,118,11,85,0,2,647.954067,25285,36301,Low
4655.392106,0,67,18,44,0,3,482.4,29834,29834,Very Low
5326.501981,22268,67,12,70,0,8,294.803913,22268,22268,Very Low
6513.612638,50037,81,24,91,0,6,303.384527,29881,50037,Very Low
3491.741616,0,104,30,88,0,1,748.8,23051,23051,Very Low
7870.360084,75740,98,8,42,0,3,46.702524,26448,75740,Very Low
4274.618943,39621,109,4,23,1,1,25.292113,39621,39621,Very Low
7189.106255,75838,90,6,64,0,6,428.907968,24636,75838,Very Low
11315.20373,11885,101,18,39,0,2,484.8,11885,11885,Very Low
2480.529264,29444,63,5,84,0,1,302.4,29444,29444,Very Low
7344.836277,64371,181,4,50,0,1,868.8,19019,64371,Very Low
6974.922464,26514,91,16,58,0,3,655.2,20046,26514,Very Low
20096.89337,92766,71,17,15,0,2,379.029102,92766,92766,Low
5623.611187,31504,71,8,27,0,3,340.8,20068,31504,Very Low
2828.095211,98680,72,27,38,2,1,345.6,23692,98680,Very Low
7294.492993,0,113,12,66,2,7,733.737214,13908,13908,Very Low
5583.575264,76927,138,2,46,0,1,114.743547,12902,76927,Very Low
25763.41423,78804,71,35,93,0,2,389.636991,63933,78804,Low
5639.941974,73168,70,21,50,0,3,425.800112,73168,73168,Very Low
4576.759564,48569,114,0,14,0,1,434.7579,18263,48569,Very Low
2875.43239,84768,72,6,31,0,1,110.484661,50985,84768,Very Low
3031.399321,0,86,7,31,0,1,619.2,29938,29938,Very Low
5979.724161,57693,76,16,56,0,3,547.2,57693,57693,Very Low
2242.244448,0,65,18,48,0,1,85.612463,18241,18241,Very Low
16547.63728,46593,70,3,81,0,2,129.151543,25275,46593,Very Low
15814.74557,0,146,7,50,0,2,1055.43784,42570,42570,Very Low
4879.384813,67163,61,17,41,2,5,33.192803,58776,67163,Very Low
5494.87251,89205,68,28,86,0,6,165.523154,25398,89205,Very Low
5060.303189,0,138,23,76,0,1,570.777441,51705,51705,Very Low
11269.23099,65448,94,28,66,0,2,451.2,65448,65448,Very Low
10552.87837,77627,88,14,38,0,2,205.169178,22361,77627,Very Low
7517.378484,37695,96,17,3,0,3,460.8,26906,37695,Very Low
6298.177143,89411,78,14,99,0,4,116.237322,59292,89411,Very Low
7821.945982,0,114,27,39,0,4,914.31553,25198,25198,Very Low
22806.46912,10337,67,16,56,0,2,321.6,10337,10337,Low
4386.277558,10621,67,28,22,0,5,321.6,10621,10621,Very Low
3499.988408,16711,91,29,50,1,1,580.622219,16711,16711,Very Low
7528.092744,0,106,0,44,0,7,508.8,44605,44605,Very Low
2732.613084,42968,69,15,85,0,1,331.2,28898,42968,Very Low
13736.1325,16181,181,22,79,0,8,1261.319869,16181,16181,Very Low
7060.212867,85412,88,33,92,0,3,134.684555,52278,85412,Very Low
3732.305945,75774,92,30,55,1,1,441.6,16711,75774,Very Low
4064.182317,26599,101,24,83,0,1,254.380731,20920,26599,Very Low
